"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status"
587,"BK-M38S-38",1,"Mountain-400-W Silver, 38","Silver",100,75,"38",4,"M ","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","00:00.0",NULL,"Current"
588,"BK-M38S-40",1,"Mountain-400-W Silver, 40","Silver",100,75,"40",4,"M ","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","00:00.0",NULL,"Current"
589,"BK-M38S-42",1,"Mountain-400-W Silver, 42","Silver",100,75,"42",4,"M ","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","00:00.0",NULL,"Current"
590,"BK-M38S-46",1,"Mountain-400-W Silver, 46","Silver",100,75,"46",4,"M ","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","00:00.0",NULL,"Current"
591,"BK-M18S-40",1,"Mountain-500 Silver, 40","Silver",100,75,"40",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
592,"BK-M18S-42",1,"Mountain-500 Silver, 42","Silver",100,75,"42",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
593,"BK-M18S-44",1,"Mountain-500 Silver, 44","Silver",100,75,"44",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
594,"BK-M18S-48",1,"Mountain-500 Silver, 48","Silver",100,75,"48",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
595,"BK-M18S-52",1,"Mountain-500 Silver, 52","Silver",100,75,"52",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
596,"BK-M18B-40",1,"Mountain-500 Black, 40","Black",100,75,"40",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
597,"BK-M18B-42",1,"Mountain-500 Black, 42","Black",100,75,"42",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
598,"BK-M18B-44",1,"Mountain-500 Black, 44","Black",100,75,"44",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
599,"BK-M18B-48",1,"Mountain-500 Black, 48","Black",100,75,"48",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
600,"BK-M18B-52",1,"Mountain-500 Black, 52","Black",100,75,"52",4,"M ","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","00:00.0",NULL,"Current"
601,"BB-7421",5,"LL Bottom Bracket","NA",500,375,NULL,1,NULL,"LL Bottom Bracket","Chromoly steel.","00:00.0",NULL,"Current"
602,"BB-8107",5,"ML Bottom Bracket","NA",500,375,NULL,1,NULL,"ML Bottom Bracket","Aluminum alloy cups; large diameter spindle.","00:00.0",NULL,"Current"
603,"BB-9108",5,"HL Bottom Bracket","NA",500,375,NULL,1,NULL,"HL Bottom Bracket","Aluminum alloy cups and a hollow axle.","00:00.0",NULL,"Current"
604,"BK-R19B-44",2,"Road-750 Black, 44","Black",100,75,"44",4,"R ","Road-750","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","00:00.0",NULL,"Current"
605,"BK-R19B-48",2,"Road-750 Black, 48","Black",100,75,"48",4,"R ","Road-750","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","00:00.0",NULL,"Current"
606,"BK-R19B-52",2,"Road-750 Black, 52","Black",100,75,"52",4,"R ","Road-750","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","00:00.0",NULL,"Current"
